timestamp,stonewall_min_xfers,stonewall_max_xfers,stonewall_time_secs,stonewall_bytes_moved,access,bw(mib/s),iops,latency(s),block(kib),xfer(kib),open(s),wr/rd(s),close(s),total(s),iter,start,ordering,nodes,nproc,ppn,xfersize,aggsize_bytes,end,filename
1628890765.0,43673.0,43673.0,22.9,45794459648.0,read,1903.09,1903.17,22.95,1024.0,1024.0,0.000958,22.95,1.4e-05,22.95,0,1628890765.0,sequential,1,1,1,1048576.0,17592186044416.0,1628890788,ior-n1ppn1t1048576.3.out
1628791200.0,51093.0,51093.0,45.0,53574893568.0,write,1067.19,1067.27,47.87,1024.0,1024.0,0.002982,47.87,0.000331,47.88,0,1628895140.0,sequential,1,1,1,1048576.0,17592186044416.0,1628895168,ior-n1ppn1t1048576.4.out
1628895140.0,51093.0,51093.0,26.5,53574893568.0,read,1927.48,1927.56,26.51,1024.0,1024.0,0.001185,26.51,1.2e-05,26.51,0,1628895140.0,sequential,1,1,1,1048576.0,17592186044416.0,1628895168,ior-n1ppn1t1048576.4.out
1628644807.0,12370440.0,12370440.0,45.0,35626867200.0,write,739.94,269418.0,45.92,2.81,2.81,0.001868,45.92,0.000282,45.92,0,1628877936.0,sequential,1,1,1,2880.0,6179255348101.12,1628877966,ior-n1ppn1t2880.0.out
1628877936.0,12370440.0,12370440.0,29.1,35626867200.0,read,1166.23,424632.0,29.13,2.81,2.81,0.001417,29.13,1.5e-05,29.13,0,1628877936.0,sequential,1,1,1,2880.0,6179255348101.12,1628877966,ior-n1ppn1t2880.0.out
1628685299.0,10043357.0,10043357.0,45.0,28924868160.0,write,566.92,206455.0,48.65,2.81,2.81,0.010087,48.65,0.000374,48.66,0,1628884158.0,sequential,1,1,1,2880.0,6179255348101.12,1628884182,ior-n1ppn1t2880.1.out
1628884158.0,10043357.0,10043357.0,23.0,28924868160.0,read,1200.23,437013.0,22.98,2.81,2.81,0.001179,22.98,1.7e-05,22.98,0,1628884158.0,sequential,1,1,1,2880.0,6179255348101.12,1628884182,ior-n1ppn1t2880.1.out
1628702950.0,10855858.0,10855858.0,45.0,31264871040.0,write,631.12,229794.0,47.24,2.81,2.81,0.002126,47.24,1.9e-05,47.24,0,1628888426.0,sequential,1,1,1,2880.0,6179255348101.12,1628888452,ior-n1ppn1t2880.2.out
1628888426.0,10855858.0,10855858.0,24.7,31264871040.0,read,1209.26,440304.0,24.66,2.81,2.81,0.001356,24.66,2.9e-05,24.66,0,1628888426.0,sequential,1,1,1,2880.0,6179255348101.12,1628888452,ior-n1ppn1t2880.2.out
1628779133.0,11690181.0,11690181.0,45.0,33667721280.0,write,703.11,256010.0,45.66,2.81,2.81,0.00238,45.66,0.000285,45.67,0,1628892653.0,sequential,1,1,1,2880.0,6179255348101.12,1628892684,ior-n1ppn1t2880.3.out
1628892653.0,11690181.0,11690181.0,29.4,33667721280.0,read,1092.14,397652.0,29.4,2.81,2.81,0.001206,29.4,1.3e-05,29.4,0,1628892653.0,sequential,1,1,1,2880.0,6179255348101.12,1628892684,ior-n1ppn1t2880.3.out
1628799770.0,11157466.0,11157466.0,47.0,32133502080.0,write,651.93,237373.0,47.0,2.81,2.81,0.002369,47.0,9e-06,47.01,0,1628897701.0,sequential,1,1,1,2880.0,6179255348101.12,1628897726,ior-n1ppn1t2880.4.out
1628897701.0,11157466.0,11157466.0,24.1,32133502080.0,read,1273.28,463606.0,24.07,2.81,2.81,0.000943,24.07,1.6e-05,24.07,0,1628897701.0,sequential,1,1,1,2880.0,6179255348101.12,1628897726,ior-n1ppn1t2880.4.out
1628629674.0,1615.0,1615.0,45.0,54190407680.0,write,1068.66,33.4,48.36,32768.0,32768.0,0.002218,48.36,0.000205,48.36,0,1628874513.0,sequential,1,1,1,33554432.0,17592186044416.0,1628874545,ior-n1ppn1t33554432.0.out
1628874513.0,1615.0,1615.0,30.9,54190407680.0,read,1670.31,52.2,30.94,32768.0,32768.0,0.00159,30.94,1.5e-05,30.94,0,1628874513.0,sequential,1,1,1,33554432.0,17592186044416.0,1628874545,ior-n1ppn1t33554432.0.out
1628646888.0,1441.0,1441.0,45.0,48351936512.0,write,957.05,29.91,48.18,32768.0,32768.0,0.002369,48.18,0.000327,48.18,0,1628878564.0,sequential,1,1,1,33554432.0,17592186044416.0,1628878592,ior-n1ppn1t33554432.1.out
1628878564.0,1441.0,1441.0,27.6,48351936512.0,read,1670.37,52.2,27.6,32768.0,32768.0,0.001239,27.6,1.7e-05,27.61,0,1628878564.0,sequential,1,1,1,33554432.0,17592186044416.0,1628878592,ior-n1ppn1t33554432.1.out
